,type,itemLabel,typeLabel,item,url
353,,barcoded array,,Q105547592,https://europepmc.org/article/MED/29206104
354,,DNA barcode,,Q105575937,https://europepmc.org/article/MED/29206104
355,,fetal genome,,Q105575954,https://europepmc.org/article/MED/29206104
356,,chromatin state,,Q105592301,https://europepmc.org/article/MED/29206104
357,,DNA mutation,,Q105592357,https://europepmc.org/article/MED/29206104
358,,Q105606821,,Q105606821,https://europepmc.org/article/MED/29206104
359,,international effort,,Q105606887,https://europepmc.org/article/MED/29206104
360,,abundance,,Q105623728,https://europepmc.org/article/MED/29206104
361,,Q105627787,,Q105627787,https://europepmc.org/article/MED/29206104
362,,layer,,Q105627797,https://europepmc.org/article/MED/29206104
363,,key question,,Q105627816,https://europepmc.org/article/MED/29206104
364,,temporal information,,Q105642442,https://europepmc.org/article/MED/29206104
365,,cell marker,,Q105673509,https://europepmc.org/article/MED/29206104
366,,scientific question,,Q105674405,https://europepmc.org/article/MED/29206104
367,,Q105688756,,Q105688756,https://europepmc.org/article/MED/29206104
368,,mathematical framework,,Q105688768,https://europepmc.org/article/MED/29206104
369,,molecular system,,Q105688852,https://europepmc.org/article/MED/29206104
370,,unsupervised clustering algorithm,,Q105702311,https://europepmc.org/article/MED/29206104
371,,Q105702371,,Q105702371,https://europepmc.org/article/MED/29206104
372,,molecular signature,,Q105702435,https://europepmc.org/article/MED/29206104
373,,empirical observation,,Q105713631,https://europepmc.org/article/MED/29206104
374,,mouse spleen,,Q105713662,https://europepmc.org/article/MED/29206104
375,,functional characteristic,,Q105713700,https://europepmc.org/article/MED/29206104
376,,dot,,Q105713716,https://europepmc.org/article/MED/29206104
377,Q8366,circular projection,algorithm,Q105713769,https://europepmc.org/article/MED/29206104
378,,neuron connectivity,,Q105723226,https://europepmc.org/article/MED/29206104
379,,stereotyped spatial pattern,,Q105734541,https://europepmc.org/article/MED/29206104
380,,non-molecular classification of cells,,Q105734812,https://europepmc.org/article/MED/29206104
381,,transcriptionally defined cell type,,Q105734998,https://europepmc.org/article/MED/29206104
382,,cellular phenotype,,Q105745859,https://europepmc.org/article/MED/29206104
383,,multiplexed method,,Q105747024,https://europepmc.org/article/MED/29206104
384,,single-cell genomics data,,Q105810922,https://europepmc.org/article/MED/29206104
385,,early zebrafish embryo,,Q105810966,https://europepmc.org/article/MED/29206104
386,,archetype,,Q105810994,https://europepmc.org/article/MED/29206104
387,,dorsal/ventral axis,,Q105811227,https://europepmc.org/article/MED/29206104
388,,punctate pattern,,Q105811317,https://europepmc.org/article/MED/29206104
389,,ski trail,,Q105825965,https://europepmc.org/article/MED/29206104
390,,synthetic biological circuit,,Q105837596,https://europepmc.org/article/MED/29206104
391,,lineage barcode,,Q105837692,https://europepmc.org/article/MED/29206104
392,Q2996394,DNA alteration,biological process,Q105837802,https://europepmc.org/article/MED/29206104
393,,somatic point mutation,,Q105837818,https://europepmc.org/article/MED/29206104
394,,orthogonality,,Q105871182,https://europepmc.org/article/MED/29206104
395,,single-cell protein expression data,,Q105871374,https://europepmc.org/article/MED/29206104
396,,scRNA-seq trajectory,,Q105871530,https://europepmc.org/article/MED/29206104
397,,dynamic process,,Q105946066,https://europepmc.org/article/MED/29206104
398,,environmental cue,,Q105946175,https://europepmc.org/article/MED/29206104
399,,transient process,,Q105965372,https://europepmc.org/article/MED/29206104
400,,residence time,,Q105965434,https://europepmc.org/article/MED/29206104
401,,live analysis,,Q105976121,https://europepmc.org/article/MED/29206104
402,Q2996394,response to pathogen,biological process,Q105976233,https://europepmc.org/article/MED/29206104
403,,transition,,Q105976347,https://europepmc.org/article/MED/29206104
404,,basin of attraction,,Q105989595,https://europepmc.org/article/MED/29206104
405,,gene expression program,,Q105989936,https://europepmc.org/article/MED/29206104
406,,spatial feature,,Q106111226,https://europepmc.org/article/MED/29206104
407,Q189118,mouse hematopoietic stem and progenitor cells,cell type,Q106111545,https://europepmc.org/article/MED/29206104
408,Q104852483,abnormal cell,cell class,Q106161446,https://europepmc.org/article/MED/29206104
409,Q104852483,malignant cell,cell class,Q106161481,https://europepmc.org/article/MED/29206104
410,,immune challenge,,Q106161654,https://europepmc.org/article/MED/29206104
411,,single-cell information,,Q106190269,https://europepmc.org/article/MED/29206104
412,,future study,,Q106190319,https://europepmc.org/article/MED/29206104
413,Q189118,hematopoietic stem and progenitor cell,cell type,Q106205929,https://europepmc.org/article/MED/29206104
414,,single-cell  qPCR,,Q106206051,https://europepmc.org/article/MED/29206104
415,,early study,,Q106206069,https://europepmc.org/article/MED/29206104
416,,fresh tumor sample,,Q106235384,https://europepmc.org/article/MED/29206104
417,,drug-resistant cell state,,Q106235408,https://europepmc.org/article/MED/29206104
418,Q104852483,non-malignant cell,cell class,Q106235460,https://europepmc.org/article/MED/29206104
419,,cell functional state,,Q106235467,https://europepmc.org/article/MED/29206104
420,,human tumor,,Q106235517,https://europepmc.org/article/MED/29206104
421,,genetic perturbation,,Q106235604,https://europepmc.org/article/MED/29206104
422,,regulatory molecule,,Q106235649,https://europepmc.org/article/MED/29206104
423,,pathogenic state,,Q106235948,https://europepmc.org/article/MED/29206104
424,,single-cell proteomics,,Q106244608,https://europepmc.org/article/MED/29206104
425,,Q106244821,,Q106244821,https://europepmc.org/article/MED/29206104
426,,Q106244912,,Q106244912,https://europepmc.org/article/MED/29206104
427,Q189118,neutrophil precursor cell,cell type,Q106259131,https://europepmc.org/article/MED/29206104
428,Q2695280,gene-expression analysis,technique,Q106259278,https://europepmc.org/article/MED/29206104
429,,Q106291885,,Q106291885,https://europepmc.org/article/MED/29206104
430,,human gene,,Q106291923,https://europepmc.org/article/MED/29206104
431,Q12737077,drug developer,occupation,Q106291960,https://europepmc.org/article/MED/29206104
432,,reference sample,,Q106304763,https://europepmc.org/article/MED/29206104
433,,gut biopsy,,Q106304845,https://europepmc.org/article/MED/29206104
434,,Q106318778,,Q106318778,https://europepmc.org/article/MED/29206104
435,,Q106318823,,Q106318823,https://europepmc.org/article/MED/29206104
436,,molecular measurement,,Q106318837,https://europepmc.org/article/MED/29206104
437,,Q106318858,,Q106318858,https://europepmc.org/article/MED/29206104
438,,genetic map of the human genome,,Q106318872,https://europepmc.org/article/MED/29206104
439,,adaptative process,,Q106369827,https://europepmc.org/article/MED/29206104
440,,partially processed sample,,Q106369854,https://europepmc.org/article/MED/29206104
441,,Q106369929,,Q106369929,https://europepmc.org/article/MED/29206104
442,,specialized sampling,,Q106369941,https://europepmc.org/article/MED/29206104
443,,histological organization of cells in the tissue,,Q106369952,https://europepmc.org/article/MED/29206104
444,,Q106369966,,Q106369966,https://europepmc.org/article/MED/29206104
445,,Q106411314,,Q106411314,https://europepmc.org/article/MED/29206104
446,,functional characterization,,Q106411350,https://europepmc.org/article/MED/29206104
447,,model organism cell atlas,,Q106425682,https://europepmc.org/article/MED/29206104
448,,validation,,Q106425867,https://europepmc.org/article/MED/29206104
449,,Q106426043,,Q106426043,https://europepmc.org/article/MED/29206104
450,,analytical software,,Q106466562,https://europepmc.org/article/MED/29206104
451,,criteria for completion,,Q106466568,https://europepmc.org/article/MED/29206104
452,,historical context,,Q106466571,https://europepmc.org/article/MED/29206104
453,,data release with no restrictions,,Q106473777,https://europepmc.org/article/MED/29206104
454,,unrealistic expectation,,Q106490059,https://europepmc.org/article/MED/29206104
455,,intermediate milestone,,Q106501661,https://europepmc.org/article/MED/29206104
456,,quarter-century,,Q106501839,https://europepmc.org/article/MED/29206104
0,,Q82604￼￼￼￼,,Q82604￼￼￼￼,https://europepmc.org/article/MED/29206104
1,Q128207,Earth,terrestrial planet,Q2,https://europepmc.org/article/MED/29206104
2,Q3504248,Earth,inner planet,Q2,https://europepmc.org/article/MED/29206104
3,Q55983715,human,organisms known by a particular common name,Q5,https://europepmc.org/article/MED/29206104
4,Q21550639,space,geometric concept,Q107,https://europepmc.org/article/MED/29206104
5,Q33104303,space,concept in physics,Q107,https://europepmc.org/article/MED/29206104
6,Q11862829,science,academic discipline,Q336,https://europepmc.org/article/MED/29206104
7,Q781413,memory,mental process,Q492,https://europepmc.org/article/MED/29206104
8,Q1790144,century,unit of time,Q578,https://europepmc.org/article/MED/29206104
9,Q16521,plant,taxon,Q756,https://europepmc.org/article/MED/29206104
10,Q42303753,ulcerative colitis,designated intractable/rare diseases,Q1477,https://europepmc.org/article/MED/29206104
11,Q16521,Nematoda,taxon,Q5185,https://europepmc.org/article/MED/29206104
12,Q578,20th century,century,Q6927,https://europepmc.org/article/MED/29206104
13,,gene,,Q7187,https://europepmc.org/article/MED/29206104
14,Q235690,1665,common year starting and ending on Thursday,Q7582,https://europepmc.org/article/MED/29206104
15,Q3186692,1665,calendar year,Q7582,https://europepmc.org/article/MED/29206104
16,Q235687,1855,common year starting and ending on Monday,Q7673,https://europepmc.org/article/MED/29206104
17,Q3186692,1855,calendar year,Q7673,https://europepmc.org/article/MED/29206104
18,,climate,,Q7937,https://europepmc.org/article/MED/29206104
19,Q103812529,liver,organ type,Q9368,https://europepmc.org/article/MED/29206104
20,Q4936952,intestine,anatomical structure,Q9639,https://europepmc.org/article/MED/29206104
21,Q732744,periodic table,chemical classification,Q10693,https://europepmc.org/article/MED/29206104
22,Q627436,medicine,field of work,Q11190,https://europepmc.org/article/MED/29206104
23,Q843601,medicine,health science,Q11190,https://europepmc.org/article/MED/29206104
24,Q2267705,medicine,field of study,Q11190,https://europepmc.org/article/MED/29206104
25,Q11862829,medicine,academic discipline,Q11190,https://europepmc.org/article/MED/29206104
26,,number,,Q11563,https://europepmc.org/article/MED/29206104
27,,cancer,,Q12078,https://europepmc.org/article/MED/29206104
28,,measurement,,Q12453,https://europepmc.org/article/MED/29206104
29,Q21199,"1,000,000,000",natural number,Q16021,https://europepmc.org/article/MED/29206104
30,Q50707,"1,000,000,000",composite number,Q16021,https://europepmc.org/article/MED/29206104
31,Q184611,"1,000,000,000",power of 10,Q16021,https://europepmc.org/article/MED/29206104
32,Q861555,"1,000,000,000",cube,Q16021,https://europepmc.org/article/MED/29206104
33,Q1816844,"1,000,000,000",large number,Q16021,https://europepmc.org/article/MED/29206104
34,Q13366104,"1,000,000,000",even number,Q16021,https://europepmc.org/article/MED/29206104
35,Q28874617,"1,000,000,000",positive power of ten,Q16021,https://europepmc.org/article/MED/29206104
36,Q41068772,"1,000,000,000",power of 1000,Q16021,https://europepmc.org/article/MED/29206104
37,Q91025251,"1,000,000,000",ninth power function,Q16021,https://europepmc.org/article/MED/29206104
38,Q151885,world,concept,Q16502,https://europepmc.org/article/MED/29206104
39,Q235684,1946,common year starting and ending on Tuesday,Q18610,https://europepmc.org/article/MED/29206104
40,Q3186692,1946,calendar year,Q18610,https://europepmc.org/article/MED/29206104
41,,lifestyle,,Q32090,https://europepmc.org/article/MED/29206104
42,Q39911,1920s,decade,Q35736,https://europepmc.org/article/MED/29206104
43,Q28640,teacher,profession,Q37226,https://europepmc.org/article/MED/29206104
44,Q4164871,teacher,position,Q37226,https://europepmc.org/article/MED/29206104
45,Q12737077,teacher,occupation,Q37226,https://europepmc.org/article/MED/29206104
46,,tool,,Q39546,https://europepmc.org/article/MED/29206104
47,Q12737077,physician,occupation,Q39631,https://europepmc.org/article/MED/29206104
48,Q66811410,physician,medical profession,Q39631,https://europepmc.org/article/MED/29206104
49,Q1790144,decade,unit of time,Q39911,https://europepmc.org/article/MED/29206104
50,Q21684377,decade,unit without standard conversion to SI,Q39911,https://europepmc.org/article/MED/29206104
51,Q103914748,tissue,anatomical structure class type,Q40397,https://europepmc.org/article/MED/29206104
52,,autopsy,,Q41482,https://europepmc.org/article/MED/29206104
53,Q12718609,analysis of variance,statistical method,Q42297,https://europepmc.org/article/MED/29206104
54,Q268592,cartography,industry,Q42515,https://europepmc.org/article/MED/29206104
55,Q2465832,cartography,branch of science,Q42515,https://europepmc.org/article/MED/29206104
56,Q11862829,cartography,academic discipline,Q42515,https://europepmc.org/article/MED/29206104
57,Q6453739,point,primitive notion,Q44946,https://europepmc.org/article/MED/29206104
58,Q21550639,point,geometric concept,Q44946,https://europepmc.org/article/MED/29206104
59,Q103843052,hippocampus,brain region type,Q48360,https://europepmc.org/article/MED/29206104
60,,Q48483,,Q48483,https://europepmc.org/article/MED/29206104
61,,legislation,,Q49371,https://europepmc.org/article/MED/29206104
62,Q5,Matthias Jacob Schleiden,human,Q76747,https://europepmc.org/article/MED/29206104
63,Q185836,adult,age of a person,Q80994,https://europepmc.org/article/MED/29206104
64,Q785260,adult,phase of human life,Q80994,https://europepmc.org/article/MED/29206104
65,Q5932254,adult,demographic profile,Q80994,https://europepmc.org/article/MED/29206104
66,,tradition,,Q82821,https://europepmc.org/article/MED/29206104
67,Q16521,house mouse,taxon,Q83310,https://europepmc.org/article/MED/29206104
68,,genomic imprinting,,Q84087,https://europepmc.org/article/MED/29206104
69,,drawing,,Q93184,https://europepmc.org/article/MED/29206104
70,,definition,,Q101072,https://europepmc.org/article/MED/29206104
71,,genetic engineering,,Q159236,https://europepmc.org/article/MED/29206104
72,Q104007623,body,anatomical entity class type,Q170494,https://europepmc.org/article/MED/29206104
73,,innovation,,Q174165,https://europepmc.org/article/MED/29206104
74,,signal,,Q174984,https://europepmc.org/article/MED/29206104
75,Q1914636,medical diagnosis,activity,Q177719,https://europepmc.org/article/MED/29206104
76,,transcription,,Q177900,https://europepmc.org/article/MED/29206104
77,,causality,,Q179289,https://europepmc.org/article/MED/29206104
78,Q4751159,mass spectrometry,analytical technique,Q180809,https://europepmc.org/article/MED/29206104
79,Q5058355,chromatin,cellular component,Q180951,https://europepmc.org/article/MED/29206104
80,Q3505845,patient,state,Q181600,https://europepmc.org/article/MED/29206104
81,,strategy,,Q185451,https://europepmc.org/article/MED/29206104
82,,age of a person,,Q185836,https://europepmc.org/article/MED/29206104
83,,quality,,Q185957,https://europepmc.org/article/MED/29206104
84,Q151885,correlation,concept,Q186290,https://europepmc.org/article/MED/29206104
85,Q2996394,cell cycle,biological process,Q188941,https://europepmc.org/article/MED/29206104
86,Q151885,cell lineage,concept,Q189105,https://europepmc.org/article/MED/29206104
87,Q189977,cell lineage,family tree,Q189105,https://europepmc.org/article/MED/29206104
88,Q24017414,cell type,second-order class,Q189118,https://europepmc.org/article/MED/29206104
89,Q103997018,cell type,direct anatomical metaclass,Q189118,https://europepmc.org/article/MED/29206104
90,,article,,Q191067,https://europepmc.org/article/MED/29206104
91,Q1914636,observation,activity,Q193181,https://europepmc.org/article/MED/29206104
92,,consortium,,Q194166,https://europepmc.org/article/MED/29206104
93,Q47103999,covariance,type of statistic,Q201984,https://europepmc.org/article/MED/29206104
94,,average,,Q202785,https://europepmc.org/article/MED/29206104
95,Q24034552,shape,mathematical concept,Q207961,https://europepmc.org/article/MED/29206104
96,,model organism,,Q213907,https://europepmc.org/article/MED/29206104
97,Q187931,In situ,phrase,Q216681,https://europepmc.org/article/MED/29206104
98,Q5,Ronald Fisher,human,Q216723,https://europepmc.org/article/MED/29206104
99,,in vitro experiment,,Q221681,https://europepmc.org/article/MED/29206104
100,Q171318,offspring,kinship,Q239526,https://europepmc.org/article/MED/29206104
101,Q151885,cost,concept,Q240673,https://europepmc.org/article/MED/29206104
102,Q66747126,computing platform,computer science term,Q241317,https://europepmc.org/article/MED/29206104
103,,wish,,Q241625,https://europepmc.org/article/MED/29206104
104,Q189118,plasma cell,cell type,Q250694,https://europepmc.org/article/MED/29206104
105,,animal model,,Q264024,https://europepmc.org/article/MED/29206104
106,,glioblastoma,,Q282142,https://europepmc.org/article/MED/29206104
107,,Complementary DNA,,Q283478,https://europepmc.org/article/MED/29206104
108,Q483247,phenotypic plasticity,phenomenon,Q295130,https://europepmc.org/article/MED/29206104
109,Q105096490,phenotypic plasticity,color in nature,Q295130,https://europepmc.org/article/MED/29206104
110,Q49773,open science,social movement,Q309823,https://europepmc.org/article/MED/29206104
111,Q33104279,robustness,philosophical concept,Q403605,https://europepmc.org/article/MED/29206104
112,Q1156402,inference,reasoning,Q408386,https://europepmc.org/article/MED/29206104
113,Q104637420,inference,sourcing circumstance,Q408386,https://europepmc.org/article/MED/29206104
114,Q2996394,regulation of gene expression,biological process,Q411391,https://europepmc.org/article/MED/29206104
115,Q24034552,space (mathematics),mathematical concept,Q472971,https://europepmc.org/article/MED/29206104
116,,pathogenicity,,Q510062,https://europepmc.org/article/MED/29206104
117,,Microtiter plate,,Q534260,https://europepmc.org/article/MED/29206104
118,Q40397,bone marrow,tissue,Q546523,https://europepmc.org/article/MED/29206104
119,Q52193405,bone marrow,medical term,Q546523,https://europepmc.org/article/MED/29206104
120,Q18123741,parasitic helminthiasis infectious disease,infectious disease,Q578994,https://europepmc.org/article/MED/29206104
121,,DNA microarray,,Q591745,https://europepmc.org/article/MED/29206104
122,,notion,,Q595523,https://europepmc.org/article/MED/29206104
123,Q189118,T helper cell,cell type,Q632518,https://europepmc.org/article/MED/29206104
124,,motivation,,Q644302,https://europepmc.org/article/MED/29206104
125,,standard operating procedure,,Q702761,https://europepmc.org/article/MED/29206104
126,Q103914748,organ,anatomical structure class type,Q712378,https://europepmc.org/article/MED/29206104
127,Q189533,surgeon,academic degree,Q774306,https://europepmc.org/article/MED/29206104
128,Q66811410,surgeon,medical profession,Q774306,https://europepmc.org/article/MED/29206104
129,Q7887142,individual,unit of analysis,Q795052,https://europepmc.org/article/MED/29206104
130,,best practice,,Q830382,https://europepmc.org/article/MED/29206104
131,,dissemination,,Q840576,https://europepmc.org/article/MED/29206104
132,Q189118,Syncytium,cell type,Q844460,https://europepmc.org/article/MED/29206104
133,Q28640,biologist,profession,Q864503,https://europepmc.org/article/MED/29206104
134,Q4671286,biomedicine,academic major,Q864601,https://europepmc.org/article/MED/29206104
135,Q28598684,biomedicine,branch of biology,Q864601,https://europepmc.org/article/MED/29206104
136,,ski lift,,Q891302,https://europepmc.org/article/MED/29206104
137,,crystal structure,,Q895901,https://europepmc.org/article/MED/29206104
138,,structural biology,,Q908902,https://europepmc.org/article/MED/29206104
139,,enhancer,,Q913367,https://europepmc.org/article/MED/29206104
140,Q1207505,precision,quality,Q962365,https://europepmc.org/article/MED/29206104
141,Q39875001,precision,measure,Q962365,https://europepmc.org/article/MED/29206104
142,Q2996394,V(D)J recombination,biological process,Q1093098,https://europepmc.org/article/MED/29206104
143,Q9332,mores,behavior,Q1115221,https://europepmc.org/article/MED/29206104
144,,index term,,Q1128340,https://europepmc.org/article/MED/29206104
145,Q42303753,muscular dystrophy,designated intractable/rare diseases,Q1137767,https://europepmc.org/article/MED/29206104
146,,rate,,Q1144560,https://europepmc.org/article/MED/29206104
147,,collaboration,,Q1145523,https://europepmc.org/article/MED/29206104
148,,data set,,Q1172284,https://europepmc.org/article/MED/29206104
149,Q151885,statistical power,concept,Q1199823,https://europepmc.org/article/MED/29206104
150,Q207977,proof of concept,prototype,Q1201019,https://europepmc.org/article/MED/29206104
151,,effectiveness,,Q1296024,https://europepmc.org/article/MED/29206104
152,,evidence,,Q1347572,https://europepmc.org/article/MED/29206104
153,,expectation,,Q1362683,https://europepmc.org/article/MED/29206104
154,Q151885,path,concept,Q1415372,https://europepmc.org/article/MED/29206104
155,,stepping stones,,Q1415899,https://europepmc.org/article/MED/29206104
156,,drug discovery,,Q1418791,https://europepmc.org/article/MED/29206104
157,,machine vision,,Q1425977,https://europepmc.org/article/MED/29206104
158,,insight,,Q1553259,https://europepmc.org/article/MED/29206104
159,Q189118,Purkinje cell,cell type,Q1570272,https://europepmc.org/article/MED/29206104
160,Q189118,neoplastic stem cells,cell type,Q1638475,https://europepmc.org/article/MED/29206104
161,,coastal line,,Q1701967,https://europepmc.org/article/MED/29206104
162,,snapshot,,Q1758746,https://europepmc.org/article/MED/29206104
163,,coordination,,Q1783823,https://europepmc.org/article/MED/29206104
164,,analogy,,Q1786722,https://europepmc.org/article/MED/29206104
165,,crypt,,Q1790367,https://europepmc.org/article/MED/29206104
166,,feature space,,Q1921833,https://europepmc.org/article/MED/29206104
167,,microarray,,Q1931516,https://europepmc.org/article/MED/29206104
168,Q2695280,spatial analysis,technique,Q1938983,https://europepmc.org/article/MED/29206104
169,Q189118,hepatic stellate cells,cell type,Q1997459,https://europepmc.org/article/MED/29206104
170,Q192276,duration,measure,Q2199864,https://europepmc.org/article/MED/29206104
171,Q2057971,somatic mutation,health problem,Q2215243,https://europepmc.org/article/MED/29206104
172,,data mapping,,Q2330408,https://europepmc.org/article/MED/29206104
173,,staining,,Q2332446,https://europepmc.org/article/MED/29206104
174,Q104624828,catalogue,form,Q2352616,https://europepmc.org/article/MED/29206104
175,,proportion,,Q2631509,https://europepmc.org/article/MED/29206104
176,,technique,,Q2695280,https://europepmc.org/article/MED/29206104
177,Q189118,myeloid progenitor cell,cell type,Q2944073,https://europepmc.org/article/MED/29206104
178,,result,,Q2995644,https://europepmc.org/article/MED/29206104
179,Q46857,experimentation,scientific method,Q3331334,https://europepmc.org/article/MED/29206104
180,,epigenomics,,Q3589153,https://europepmc.org/article/MED/29206104
181,,Q3822724,,Q3822724,https://europepmc.org/article/MED/29206104
182,Q8513,The Cancer Genome Atlas,database,Q3979425,https://europepmc.org/article/MED/29206104
183,Q170584,The Cancer Genome Atlas,project,Q3979425,https://europepmc.org/article/MED/29206104
184,Q194166,The Cancer Genome Atlas,consortium,Q3979425,https://europepmc.org/article/MED/29206104
185,Q12737077,research participant,occupation,Q4204239,https://europepmc.org/article/MED/29206104
186,,haematopoietic system,,Q4241494,https://europepmc.org/article/MED/29206104
187,Q28640,skier,profession,Q4270517,https://europepmc.org/article/MED/29206104
188,,network analysis,,Q4417999,https://europepmc.org/article/MED/29206104
189,,goal,,Q4503831,https://europepmc.org/article/MED/29206104
190,Q8366,Diffusion map,algorithm,Q5275440,https://europepmc.org/article/MED/29206104
191,Q189118,Naive T cell,cell type,Q6959842,https://europepmc.org/article/MED/29206104
192,Q49084,On Exactitude in Science,short story,Q7090964,https://europepmc.org/article/MED/29206104
193,Q11862829,Public engagement,academic discipline,Q7257735,https://europepmc.org/article/MED/29206104
194,,Spatial organization,,Q7574078,https://europepmc.org/article/MED/29206104
195,,success,,Q7632586,https://europepmc.org/article/MED/29206104
196,Q11862829,taxonomy,academic discipline,Q8269924,https://europepmc.org/article/MED/29206104
197,,creation,,Q11398090,https://europepmc.org/article/MED/29206104
198,Q187931,a priori knowledge,phrase,Q12078874,https://europepmc.org/article/MED/29206104
199,,content,,Q12488383,https://europepmc.org/article/MED/29206104
200,Q5058355,dendrite,cellular component,Q12821248,https://europepmc.org/article/MED/29206104
201,Q2996394,B cell differentiation,biological process,Q14863499,https://europepmc.org/article/MED/29206104
202,,sequence variant,,Q15304597,https://europepmc.org/article/MED/29206104
203,,single-cell analysis,,Q15635432,https://europepmc.org/article/MED/29206104
204,,part,,Q15989253,https://europepmc.org/article/MED/29206104
205,,challenge,,Q16511806,https://europepmc.org/article/MED/29206104
206,Q19478619,group,metaclass,Q16887380,https://europepmc.org/article/MED/29206104
207,,transcript,,Q17142652,https://europepmc.org/article/MED/29206104
208,,cleaning,,Q17200001,https://europepmc.org/article/MED/29206104
209,Q4373292,location,physical property,Q17334923,https://europepmc.org/article/MED/29206104
210,Q12136,myeloproliferative neoplasm,disease,Q18555039,https://europepmc.org/article/MED/29206104
211,,group of cells,,Q20088819,https://europepmc.org/article/MED/29206104
212,Q19478619,type,metaclass,Q21146257,https://europepmc.org/article/MED/29206104
213,,human bone marrow,,Q21651847,https://europepmc.org/article/MED/29206104
214,,relations,,Q23905861,https://europepmc.org/article/MED/29206104
215,,approximate equality,,Q26161438,https://europepmc.org/article/MED/29206104
216,,environmental exposure,,Q26897695,https://europepmc.org/article/MED/29206104
217,,asynchrony,,Q29827211,https://europepmc.org/article/MED/29206104
218,,blur,,Q29950313,https://europepmc.org/article/MED/29206104
219,,tissue sample,,Q30088094,https://europepmc.org/article/MED/29206104
220,Q96116695,biological system,type of system,Q30336093,https://europepmc.org/article/MED/29206104
221,,arrangement,,Q36993249,https://europepmc.org/article/MED/29206104
222,Q2964,18 October 2017,October 18,Q37788018,https://europepmc.org/article/MED/29206104
223,Q47150325,18 October 2017,calendar day of a given year,Q37788018,https://europepmc.org/article/MED/29206104
224,Q1724915,selection,use,Q39971877,https://europepmc.org/article/MED/29206104
225,Q189118,cancer-associated fibroblast,cell type,Q42417562,https://europepmc.org/article/MED/29206104
226,Q4915012,Pregnenolone biosynthesis,biological pathway,Q45317330,https://europepmc.org/article/MED/29206104
227,Q14358861,Pregnenolone biosynthesis,C21-steroid hormone biosynthetic process,Q45317330,https://europepmc.org/article/MED/29206104
228,Q100212002,expensiveness,subjective quality,Q46944820,https://europepmc.org/article/MED/29206104
229,Q1207505,impermanence,quality,Q47001369,https://europepmc.org/article/MED/29206104
230,,developmental stage,,Q48834911,https://europepmc.org/article/MED/29206104
231,,overexpression,,Q61643320,https://europepmc.org/article/MED/29206104
232,Q864574,chromatin accessibility,biomarker,Q62744299,https://europepmc.org/article/MED/29206104
233,Q16334295,tissue donors,group of humans,Q65982613,https://europepmc.org/article/MED/29206104
234,,spatial arrangement,,Q66424847,https://europepmc.org/article/MED/29206104
235,,B-lymphocyte gene rearrangement,,Q70693680,https://europepmc.org/article/MED/29206104
236,,DNA repeat expansion,,Q71130078,https://europepmc.org/article/MED/29206104
237,Q11862829,cellular physiology,academic discipline,Q75135440,https://europepmc.org/article/MED/29206104
238,Q189118,human cell,cell type,Q75402508,https://europepmc.org/article/MED/29206104
239,,protein fragment,,Q78782478,https://europepmc.org/article/MED/29206104
240,Q54932064,disease progression,disease attributes,Q86758334,https://europepmc.org/article/MED/29206104
241,Q43229,Human Cell Atlas,organization,Q93047373,https://europepmc.org/article/MED/29206104
242,Q170584,Human Cell Atlas,project,Q93047373,https://europepmc.org/article/MED/29206104
243,,molecular mechanism,,Q98084272,https://europepmc.org/article/MED/29206104
244,,inhabitation,,Q99472070,https://europepmc.org/article/MED/29206104
245,,classification of cells,,Q101068098,https://europepmc.org/article/MED/29206104
246,,identification of cell types,,Q102539784,https://europepmc.org/article/MED/29206104
247,Q189118,mouse dendritic cell,cell type,Q104416146,https://europepmc.org/article/MED/29206104
248,Q189118,immune cell,cell type,Q104524156,https://europepmc.org/article/MED/29206104
249,,frozen sample,,Q104539573,https://europepmc.org/article/MED/29206104
250,,molecular profile,,Q104591448,https://europepmc.org/article/MED/29206104
251,,single-cell genomics,,Q104713710,https://europepmc.org/article/MED/29206104
252,,single-cell cluster,,Q104745744,https://europepmc.org/article/MED/29206104
253,Q2695280,cell type deconvolution,technique,Q104772003,https://europepmc.org/article/MED/29206104
254,,co-expression module,,Q104852675,https://europepmc.org/article/MED/29206104
255,,single-cell ATAC-seq,,Q104878258,https://europepmc.org/article/MED/29206104
256,Q194166,GTEx,consortium,Q104907516,https://europepmc.org/article/MED/29206104
257,Q67518233,data production,process,Q105100083,https://europepmc.org/article/MED/29206104
258,,Q105198208,,Q105198208,https://europepmc.org/article/MED/29206104
259,,aberrant cell state,,Q105393918,https://europepmc.org/article/MED/29206104
260,,Fluorescence-Activated Cell Sorting,,Q105426874,https://europepmc.org/article/MED/29206104
261,,Q105445694,,Q105445694,https://europepmc.org/article/MED/29206104
262,,characterization of cells,,Q105445744,https://europepmc.org/article/MED/29206104
263,Q1183543,microfluidic device,device,Q105460056,https://europepmc.org/article/MED/29206104
264,,3'-end region,,Q105495234,https://europepmc.org/article/MED/29206104
265,,Q105495413,,Q105495413,https://europepmc.org/article/MED/29206104
266,,picking,,Q105495461,https://europepmc.org/article/MED/29206104
267,,3'-end counting,,Q105495534,https://europepmc.org/article/MED/29206104
268,,fixed cell,,Q105495583,https://europepmc.org/article/MED/29206104
269,,barcoded antibody,,Q105517034,https://europepmc.org/article/MED/29206104
270,,Single-cell genome sequencing,,Q105517214,https://europepmc.org/article/MED/29206104
